Chr1,Chr2,Blocks
84:,utex395_scaffold_20_g338.t1,1
86:,utexb3016_scaffold_21_g366.t1,1
86:,utexb3016_scaffold_22_g461.t1,1
8:,utex2526_scaffold_10_g605.t1,1
8:,utex2526_scaffold_10_g455.t1,1
89:,utexb3016_scaffold_22_g588.t1,1
8:,utex2526_scaffold_10_g123.t1,1
8:,utex2526_scaffold_10_g159.t1,1
8:,utex2526_scaffold_10_g201.t1,1
8:,utex2526_scaffold_10_g294.t1,1
8:,utex2526_scaffold_10_g401.t1,1
8:,utex2526_scaffold_10_g405.t1,1
8:,utex2526_scaffold_10_g468.t1,1
89:,utexb3016_scaffold_22_g1408.t1,1
8:,utex2526_scaffold_10_g47.t1,1
8:,utex2526_scaffold_10_g481.t1,1
8:,utex2526_scaffold_10_g507.t1,1
8:,utex2526_scaffold_10_g513.t1,1
8:,utex2526_scaffold_10_g543.t1,1
8:,utex2526_scaffold_10_g559.t1,1
8:,utex2526_scaffold_10_g584.t1,1
89:,utexb3016_scaffold_22_g465.t1,1
89:,utexb3016_scaffold_21_g376.t1,1
86:,utexb3016_scaffold_22_g581.t1,1
88:,utex395_scaffold_17_g347.t1,1
87:,utex395_scaffold_17_g345.t1,1
87:,utex395_scaffold_20_g346.t1,1
87:,utexb3016_scaffold_21_g1070.t1,1
87:,utexb3016_scaffold_21_g371.t1,1
87:,utexb3016_scaffold_22_g1406.t1,1
87:,utexb3016_scaffold_22_g462.t1,1
87:,utexb3016_scaffold_22_g584.t1,1
88:,utex395_scaffold_20_g348.t1,1
89:,utexb3016_scaffold_21_g1073.t1,1
88:,utexb3016_scaffold_21_g1071.t1,1
88:,utexb3016_scaffold_21_g375.t1,1
88:,utexb3016_scaffold_22_g1407.t1,1
88:,utexb3016_scaffold_22_g464.t1,1
88:,utexb3016_scaffold_22_g587.t1,1
89:,utex395_scaffold_17_g348.t1,1
89:,utex395_scaffold_20_g349.t1,1
7:,utexb3016_scaffold_17_g429.t1,1
7:,utexb3016_scaffold_17_g422.t1,1
7:,utexb3016_scaffold_17_g404.t1,1
7:,utex395_scaffold_18_g389.t1,1
7:,utex395_scaffold_18_g144.t1,1
7:,utex395_scaffold_18_g199.t1,1
7:,utex395_scaffold_18_g223.t1,1
7:,utex395_scaffold_18_g297.t1,1
7:,utex395_scaffold_18_g316.t1,1
7:,utex395_scaffold_18_g359.t1,1
7:,utex395_scaffold_18_g384.t1,1
7:,utex395_scaffold_18_g406.t1,1
7:,utex395_scaffold_17_g90.t1,1
7:,utex395_scaffold_18_g429.t1,1
7:,utex395_scaffold_18_g467.t1,1
7:,utex395_scaffold_18_g468.t1,1
7:,utex395_scaffold_18_g536.t1,1
7:,utex395_scaffold_18_g565.t1,1
7:,utex395_scaffold_18_g609.t1,1
7:,utex395_scaffold_18_g64.t1,1
7:,utex395_scaffold_18_g107.t1,1
7:,utex395_scaffold_17_g713.t1,1
7:,utex395_scaffold_18_g699.t1,1
7:,utex395_scaffold_17_g275.t1,1
7:,utex395_scaffold_13_g31.t1,1
7:,utex395_scaffold_13_g70.t1,1
7:,utex395_scaffold_13_g89.t1,1
7:,utex395_scaffold_15_g114.t1,1
7:,utex395_scaffold_15_g418.t1,1
7:,utex395_scaffold_17_g238.t1,1
7:,utex395_scaffold_17_g272.t1,1
7:,utex395_scaffold_17_g283.t1,1
7:,utex395_scaffold_17_g55.t1,1
7:,utex395_scaffold_17_g331.t1,1
7:,utex395_scaffold_17_g411.t1,1
7:,utex395_scaffold_17_g435.t1,1
7:,utex395_scaffold_17_g450.t1,1
7:,utex395_scaffold_17_g46.t1,1
7:,utex395_scaffold_17_g467.t1,1
7:,utex395_scaffold_17_g521.t1,1
7:,utex395_scaffold_18_g645.t1,1
7:,utex395_scaffold_18_g715.t1,1
7:,utex395_scaffold_12_g29.t1,1
7:,utex395_scaffold_20_g819.t1,1
7:,utex395_scaffold_20_g32.t1,1
7:,utex395_scaffold_20_g379.t1,1
7:,utex395_scaffold_20_g565.t1,1
7:,utex395_scaffold_20_g574.t1,1
7:,utex395_scaffold_20_g662.t1,1
7:,utex395_scaffold_20_g750.t1,1
7:,utex395_scaffold_20_g787.t1,1
7:,utex395_scaffold_22_g348.t1,1
7:,utex395_scaffold_20_g196.t1,1
7:,utex395_scaffold_23_g137.t1,1
7:,utex395_scaffold_23_g196.t1,1
7:,utex395_scaffold_23_g244.t1,1
7:,utex395_scaffold_23_g250.t1,1
7:,utex395_scaffold_23_g27.t1,1
7:,utex395_scaffold_23_g318.t1,1
7:,utex395_scaffold_23_g342.t1,1
7:,utex395_scaffold_20_g269.t1,1
7:,utex395_scaffold_20_g15.t1,1
7:,utex395_scaffold_18_g744.t1,1
7:,utex395_scaffold_1_g238.t1,1
7:,utex395_scaffold_18_g84.t1,1
7:,utex395_scaffold_19_g214.t1,1
7:,utex395_scaffold_1_g118.t1,1
7:,utex395_scaffold_1_g127.t1,1
7:,utex395_scaffold_1_g188.t1,1
7:,utex395_scaffold_1_g20.t1,1
7:,utex395_scaffold_1_g234.t1,1
7:,utex395_scaffold_1_g283.t1,1
7:,utex395_scaffold_20_g149.t1,1
7:,utex395_scaffold_1_g352.t1,1
7:,utex395_scaffold_1_g403.t1,1
7:,utex395_scaffold_1_g41.t1,1
7:,utex395_scaffold_1_g413.t1,1
7:,utex395_scaffold_1_g438.t1,1
7:,utex395_scaffold_1_g489.t1,1
7:,utex395_scaffold_1_g75.t1,1
7:,utex395_scaffold_13_g23.t1,1
7:,utex395_scaffold_12_g22.t1,1
7:,utexb3016_scaffold_17_g351.t1,1
7:,utex2526_scaffold_15_g333.t1,1
7:,utex2526_scaffold_15_g190.t1,1
7:,utex2526_scaffold_15_g237.t1,1
7:,utex2526_scaffold_15_g250.t1,1
7:,utex2526_scaffold_15_g265.t1,1
7:,utex2526_scaffold_15_g290.t1,1
7:,utex2526_scaffold_15_g303.t1,1
7:,utex2526_scaffold_15_g318.t1,1
7:,utex2526_scaffold_15_g336.t1,1
7:,utex2526_scaffold_15_g1191.t1,1
7:,utex2526_scaffold_15_g412.t1,1
7:,utex2526_scaffold_15_g416.t1,1
7:,utex2526_scaffold_15_g482.t1,1
7:,utex2526_scaffold_15_g488.t1,1
7:,utex2526_scaffold_15_g489.t1,1
7:,utex2526_scaffold_15_g500.t1,1
7:,utex2526_scaffold_15_g518.t1,1
7:,utex2526_scaffold_15_g1192.t1,1
7:,utex2526_scaffold_15_g1160.t1,1
7:,utex2526_scaffold_15_g547.t1,1
7:,utex2526_scaffold_14_g546.t1,1
7:,utex2526_scaffold_14_g425.t1,1
7:,utex2526_scaffold_14_g466.t1,1
7:,utex2526_scaffold_14_g496.t1,1
7:,utex2526_scaffold_14_g501.t1,1
7:,utex2526_scaffold_14_g51.t1,1
7:,utex2526_scaffold_14_g52.t1,1
7:,utex2526_scaffold_14_g524.t1,1
7:,utex2526_scaffold_14_g56.t1,1
7:,utex2526_scaffold_15_g1132.t1,1
7:,utex2526_scaffold_14_g62.t1,1
7:,utex2526_scaffold_14_g75.t1,1
7:,utex2526_scaffold_15_g1015.t1,1
7:,utex2526_scaffold_15_g1031.t1,1
7:,utex2526_scaffold_15_g1053.t1,1
7:,utex2526_scaffold_15_g1081.t1,1
7:,utex2526_scaffold_15_g1082.t1,1
7:,utex2526_scaffold_15_g543.t1,1
7:,utex2526_scaffold_15_g559.t1,1
7:,utex2526_scaffold_3_g94.t1,1
7:,utex2526_scaffold_23_g102.t1,1
7:,utex2526_scaffold_15_g940.t1,1
7:,utex2526_scaffold_15_g953.t1,1
7:,utex2526_scaffold_15_g970.t1,1
7:,utex2526_scaffold_18_g12.t1,1
7:,utex2526_scaffold_19_g17.t1,1
7:,utex2526_scaffold_1_g10.t1,1
7:,utex2526_scaffold_22_g14.t1,1
7:,utex2526_scaffold_23_g30.t1,1
7:,utex2526_scaffold_15_g936.t1,1
7:,utex2526_scaffold_23_g98.t1,1
7:,utex2526_scaffold_25_g76.t1,1
7:,utex2526_scaffold_3_g132.t1,1
7:,utex2526_scaffold_3_g167.t1,1
7:,utex2526_scaffold_3_g310.t1,1
7:,utex2526_scaffold_3_g51.t1,1
7:,utex2526_scaffold_3_g64.t1,1
7:,utex2526_scaffold_15_g937.t1,1
7:,utex2526_scaffold_15_g900.t1,1
7:,utex2526_scaffold_15_g586.t1,1
7:,utex2526_scaffold_15_g793.t1,1
7:,utex2526_scaffold_15_g651.t1,1
7:,utex2526_scaffold_15_g656.t1,1
7:,utex2526_scaffold_15_g729.t1,1
7:,utex2526_scaffold_15_g741.t1,1
7:,utex2526_scaffold_15_g742.t1,1
7:,utex2526_scaffold_15_g766.t1,1
7:,utex2526_scaffold_15_g773.t1,1
7:,utex2526_scaffold_15_g805.t1,1
7:,utex2526_scaffold_15_g90.t1,1
7:,utex2526_scaffold_15_g838.t1,1
7:,utex2526_scaffold_15_g840.t1,1
7:,utex2526_scaffold_15_g851.t1,1
7:,utex2526_scaffold_15_g868.t1,1
7:,utex2526_scaffold_15_g871.t1,1
7:,utex2526_scaffold_15_g89.t1,1
7:,utex2526_scaffold_15_g893.t1,1
7:,utex395_scaffold_23_g437.t1,1
7:,utex395_scaffold_23_g65.t1,1
7:,utex395_scaffold_23_g89.t1,1
7:,utexb3016_scaffold_13_g193.t1,1
7:,utexb3016_scaffold_12_g363.t1,1
7:,utexb3016_scaffold_12_g402.t1,1
7:,utexb3016_scaffold_12_g418.t1,1
7:,utexb3016_scaffold_12_g497.t1,1
7:,utexb3016_scaffold_12_g522.t1,1
7:,utexb3016_scaffold_12_g599.t1,1
7:,utexb3016_scaffold_12_g758.t1,1
7:,utexb3016_scaffold_13_g201.t1,1
7:,utexb3016_scaffold_12_g306.t1,1
7:,utexb3016_scaffold_13_g272.t1,1
7:,utexb3016_scaffold_13_g274.t1,1
7:,utexb3016_scaffold_13_g87.t1,1
7:,utexb3016_scaffold_13_g9.t1,1
7:,utexb3016_scaffold_13_g95.t1,1
7:,utexb3016_scaffold_14_g113.t1,1
7:,utexb3016_scaffold_14_g175.t1,1
7:,utexb3016_scaffold_12_g31.t1,1
7:,utexb3016_scaffold_12_g282.t1,1
7:,utexb3016_scaffold_14_g56.t1,1
7:,utexb3016_scaffold_10_g614.t1,1
7:,utexb3016_scaffold_10_g302.t1,1
7:,utexb3016_scaffold_10_g334.t1,1
7:,utexb3016_scaffold_10_g355.t1,1
7:,utexb3016_scaffold_10_g452.t1,1
7:,utexb3016_scaffold_10_g482.t1,1
7:,utexb3016_scaffold_10_g49.t1,1
7:,utexb3016_scaffold_10_g536.t1,1
7:,utexb3016_scaffold_10_g667.t1,1
7:,utexb3016_scaffold_12_g259.t1,1
7:,utexb3016_scaffold_10_g702.t1,1
7:,utexb3016_scaffold_10_g728.t1,1
7:,utexb3016_scaffold_10_g761.t1,1
7:,utexb3016_scaffold_12_g135.t1,1
7:,utexb3016_scaffold_12_g173.t1,1
7:,utexb3016_scaffold_12_g189.t1,1
7:,utexb3016_scaffold_12_g216.t1,1
7:,utexb3016_scaffold_14_g48.t1,1
7:,utexb3016_scaffold_14_g80.t1,1
7:,utex395_scaffold_24_g105.t1,1
7:,utexb3016_scaffold_16_g90.t1,1
7:,utexb3016_scaffold_16_g590.t1,1
7:,utexb3016_scaffold_16_g608.t1,1
7:,utexb3016_scaffold_16_g694.t1,1
7:,utexb3016_scaffold_16_g726.t1,1
7:,utexb3016_scaffold_16_g798.t1,1
7:,utexb3016_scaffold_16_g816.t1,1
7:,utexb3016_scaffold_16_g869.t1,1
7:,utexb3016_scaffold_16_g995.t1,1
7:,utexb3016_scaffold_16_g565.t1,1
7:,utexb3016_scaffold_17_g133.t1,1
7:,utexb3016_scaffold_17_g188.t1,1
7:,utexb3016_scaffold_17_g246.t1,1
7:,utexb3016_scaffold_17_g261.t1,1
7:,utexb3016_scaffold_17_g281.t1,1
7:,utexb3016_scaffold_17_g299.t1,1
7:,utexb3016_scaffold_17_g318.t1,1
7:,utexb3016_scaffold_16_g59.t1,1
7:,utexb3016_scaffold_16_g385.t1,1
7:,utexb3016_scaffold_15_g293.t1,1
7:,utexb3016_scaffold_15_g687.t1,1
7:,utexb3016_scaffold_15_g338.t1,1
7:,utexb3016_scaffold_15_g374.t1,1
7:,utexb3016_scaffold_15_g435.t1,1
7:,utexb3016_scaffold_15_g524.t1,1
7:,utexb3016_scaffold_15_g605.t1,1
7:,utexb3016_scaffold_15_g608.t1,1
7:,utexb3016_scaffold_15_g618.t1,1
7:,utexb3016_scaffold_15_g729.t1,1
7:,utexb3016_scaffold_16_g365.t1,1
7:,utexb3016_scaffold_15_g750.t1,1
7:,utexb3016_scaffold_16_g113.t1,1
7:,utexb3016_scaffold_16_g179.t1,1
7:,utexb3016_scaffold_16_g203.t1,1
7:,utexb3016_scaffold_16_g220.t1,1
7:,utexb3016_scaffold_16_g297.t1,1
7:,utexb3016_scaffold_16_g30.t1,1
7:,utexb3016_scaffold_10_g267.t1,1
7:,utexb3016_scaffold_10_g262.t1,1
7:,utexb3016_scaffold_10_g235.t1,1
7:,utex395_scaffold_25_g1220.t1,1
7:,utex395_scaffold_24_g801.t1,1
7:,utex395_scaffold_24_g847.t1,1
7:,utex395_scaffold_25_g1007.t1,1
7:,utex395_scaffold_25_g1032.t1,1
7:,utex395_scaffold_25_g1132.t1,1
7:,utex395_scaffold_25_g1176.t1,1
7:,utex395_scaffold_25_g1197.t1,1
7:,utex395_scaffold_25_g1254.t1,1
7:,utex395_scaffold_24_g729.t1,1
7:,utex395_scaffold_25_g1343.t1,1
7:,utex395_scaffold_25_g1362.t1,1
7:,utex395_scaffold_25_g171.t1,1
7:,utex395_scaffold_25_g235.t1,1
7:,utex395_scaffold_25_g268.t1,1
7:,utex395_scaffold_25_g292.t1,1
7:,utex395_scaffold_25_g322.t1,1
7:,utex395_scaffold_24_g730.t1,1
7:,utex395_scaffold_24_g688.t1,1
7:,utexb3016_scaffold_10_g171.t1,1
7:,utex395_scaffold_24_g331.t1,1
7:,utex395_scaffold_24_g113.t1,1
7:,utex395_scaffold_24_g128.t1,1
7:,utex395_scaffold_24_g199.t1,1
7:,utex395_scaffold_24_g204.t1,1
7:,utex395_scaffold_24_g246.t1,1
7:,utex395_scaffold_24_g269.t1,1
7:,utex395_scaffold_24_g323.t1,1
7:,utex395_scaffold_24_g385.t1,1
7:,utex395_scaffold_24_g673.t1,1
7:,utex395_scaffold_24_g413.t1,1
7:,utex395_scaffold_24_g426.t1,1
7:,utex395_scaffold_24_g479.t1,1
7:,utex395_scaffold_24_g530.t1,1
7:,utex395_scaffold_24_g554.t1,1
7:,utex395_scaffold_24_g575.t1,1
7:,utex395_scaffold_24_g582.t1,1
7:,utex395_scaffold_25_g365.t1,1
7:,utex395_scaffold_25_g479.t1,1
7:,utex395_scaffold_25_g527.t1,1
7:,utex395_scaffold_2_g43.t1,1
7:,utex395_scaffold_2_g300.t1,1
7:,utex395_scaffold_2_g306.t1,1
7:,utex395_scaffold_2_g328.t1,1
7:,utex395_scaffold_2_g334.t1,1
7:,utex395_scaffold_2_g347.t1,1
7:,utex395_scaffold_2_g365.t1,1
7:,utex395_scaffold_2_g393.t1,1
7:,utex395_scaffold_2_g445.t1,1
7:,utex395_scaffold_25_g536.t1,1
7:,utex395_scaffold_2_g509.t1,1
7:,utex395_scaffold_4_g14.t1,1
7:,utex395_scaffold_4_g233.t1,1
7:,utex395_scaffold_4_g432.t1,1
7:,utex395_scaffold_4_g480.t1,1
7:,utex395_scaffold_4_g554.t1,1
7:,utexb3016_scaffold_10_g14.t1,1
7:,utex395_scaffold_2_g29.t1,1
7:,utex395_scaffold_2_g230.t1,1
7:,utex395_scaffold_2_g220.t1,1
7:,utex395_scaffold_2_g215.t1,1
7:,utex395_scaffold_25_g607.t1,1
7:,utex395_scaffold_25_g619.t1,1
7:,utex395_scaffold_25_g627.t1,1
7:,utex395_scaffold_25_g660.t1,1
7:,utex395_scaffold_25_g702.t1,1
7:,utex395_scaffold_25_g731.t1,1
7:,utex395_scaffold_25_g783.t1,1
7:,utex395_scaffold_25_g799.t1,1
7:,utex395_scaffold_25_g808.t1,1
7:,utex395_scaffold_25_g838.t1,1
7:,utex395_scaffold_25_g872.t1,1
7:,utex395_scaffold_25_g948.t1,1
7:,utex395_scaffold_2_g136.t1,1
7:,utex395_scaffold_2_g158.t1,1
7:,utex395_scaffold_2_g172.t1,1
3:,utex395_scaffold_25_g1383.t1,1
3:,utex395_scaffold_1_g70.t1,1
3:,utex395_scaffold_25_g132.t1,1
14:,utexb3016_scaffold_17_g870.t1,1
14:,utexb3016_scaffold_16_g401.t1,1
14:,utexb3016_scaffold_16_g623.t1,1
14:,utexb3016_scaffold_16_g763.t1,1
14:,utexb3016_scaffold_16_g908.t1,1
14:,utexb3016_scaffold_17_g202.t1,1
14:,utexb3016_scaffold_17_g280.t1,1
14:,utexb3016_scaffold_17_g735.t1,1
14:,utexb3016_scaffold_17_g920.t1,1
14:,utexb3016_scaffold_16_g242.t1,1
14:,utexb3016_scaffold_17_g942.t1,1
14:,utexb3016_scaffold_18_g164.t1,1
14:,utexb3016_scaffold_18_g338.t1,1
14:,utexb3016_scaffold_18_g773.t1,1
14:,utexb3016_scaffold_18_g901.t1,1
14:,utexb3016_scaffold_20_g138.t1,1
14:,utexb3016_scaffold_20_g268.t1,1
14:,utexb3016_scaffold_16_g320.t1,1
14:,utexb3016_scaffold_15_g774.t1,1
14:,utexb3016_scaffold_21_g1090.t1,1
14:,utexb3016_scaffold_12_g626.t1,1
14:,utexb3016_scaffold_10_g280.t1,1
14:,utexb3016_scaffold_10_g352.t1,1
14:,utexb3016_scaffold_10_g516.t1,1
14:,utexb3016_scaffold_10_g713.t1,1
14:,utexb3016_scaffold_10_g79.t1,1
14:,utexb3016_scaffold_12_g326.t1,1
14:,utexb3016_scaffold_12_g440.t1,1
14:,utexb3016_scaffold_13_g113.t1,1
14:,utexb3016_scaffold_15_g644.t1,1
14:,utexb3016_scaffold_13_g20.t1,1
14:,utexb3016_scaffold_14_g136.t1,1
14:,utexb3016_scaffold_14_g73.t1,1
14:,utexb3016_scaffold_15_g308.t1,1
14:,utexb3016_scaffold_15_g360.t1,1
14:,utexb3016_scaffold_15_g447.t1,1
14:,utexb3016_scaffold_15_g565.t1,1
14:,utexb3016_scaffold_20_g528.t1,1
14:,utexb3016_scaffold_21_g113.t1,1
14:,utex395_scaffold_2_g66.t1,1
15:,utex2526_scaffold_10_g629.t1,1
14:,utexb3016_scaffold_22_g905.t1,1
14:,utexb3016_scaffold_22_g934.t1,1
14:,utexb3016_scaffold_22_g979.t1,1
14:,utexb3016_scaffold_7_g157.t1,1
14:,utexb3016_scaffold_7_g340.t1,1
14:,utexb3016_scaffold_7_g424.t1,1
15:,utex2526_scaffold_10_g154.t1,1
15:,utex2526_scaffold_10_g635.t1,1
14:,utexb3016_scaffold_22_g687.t1,1
15:,utex2526_scaffold_10_g653.t1,1
15:,utex2526_scaffold_10_g688.t1,1
15:,utex2526_scaffold_11_g23.t1,1
15:,utex2526_scaffold_11_g60.t1,1
15:,utex2526_scaffold_12_g153.t1,1
15:,utex2526_scaffold_12_g222.t1,1
15:,utex2526_scaffold_12_g395.t1,1
14:,utexb3016_scaffold_22_g792.t1,1
14:,utexb3016_scaffold_22_g351.t1,1
14:,utexb3016_scaffold_21_g1219.t1,1
14:,utexb3016_scaffold_21_g88.t1,1
14:,utexb3016_scaffold_21_g1252.t1,1
14:,utexb3016_scaffold_21_g1357.t1,1
14:,utexb3016_scaffold_21_g440.t1,1
14:,utexb3016_scaffold_21_g506.t1,1
14:,utexb3016_scaffold_21_g787.t1,1
14:,utexb3016_scaffold_21_g791.t1,1
14:,utexb3016_scaffold_21_g871.t1,1
14:,utexb3016_scaffold_21_g988.t1,1
14:,utexb3016_scaffold_22_g326.t1,1
14:,utexb3016_scaffold_22_g106.t1,1
14:,utexb3016_scaffold_22_g1102.t1,1
14:,utexb3016_scaffold_22_g1133.t1,1
14:,utexb3016_scaffold_22_g1157.t1,1
14:,utexb3016_scaffold_22_g1279.t1,1
14:,utexb3016_scaffold_22_g269.t1,1
14:,utexb3016_scaffold_22_g30.t1,1
14:,utexb3016_scaffold_10_g181.t1,1
14:,utex395_scaffold_2_g54.t1,1
14:,utex2526_scaffold_12_g150.t1,1
14:,utex2526_scaffold_15_g763.t1,1
14:,utex2526_scaffold_15_g281.t1,1
14:,utex2526_scaffold_15_g351.t1,1
14:,utex2526_scaffold_15_g510.t1,1
14:,utex2526_scaffold_15_g553.t1,1
14:,utex2526_scaffold_15_g581.t1,1
14:,utex2526_scaffold_15_g605.t1,1
14:,utex2526_scaffold_15_g662.t1,1
14:,utex2526_scaffold_15_g805.t1,1
14:,utex2526_scaffold_15_g198.t1,1
14:,utex2526_scaffold_15_g813.t1,1
14:,utex2526_scaffold_15_g881.t1,1
14:,utex2526_scaffold_15_g908.t1,1
14:,utex2526_scaffold_15_g994.t1,1
14:,utex2526_scaffold_1_g18.t1,1
14:,utex2526_scaffold_22_g26.t1,1
14:,utex2526_scaffold_23_g106.t1,1
14:,utex2526_scaffold_15_g262.t1,1
14:,utex2526_scaffold_15_g197.t1,1
14:,utex395_scaffold_13_g60.t1,1
14:,utex2526_scaffold_13_g192.t1,1
14:,utex2526_scaffold_12_g221.t1,1
14:,utex2526_scaffold_12_g226.t1,1
14:,utex2526_scaffold_12_g331.t1,1
14:,utex2526_scaffold_12_g393.t1,1
14:,utex2526_scaffold_12_g409.t1,1
14:,utex2526_scaffold_12_g468.t1,1
14:,utex2526_scaffold_12_g506.t1,1
14:,utex2526_scaffold_13_g86.t1,1
14:,utex2526_scaffold_15_g1103.t1,1
14:,utex2526_scaffold_14_g223.t1,1
14:,utex2526_scaffold_14_g300.t1,1
14:,utex2526_scaffold_14_g317.t1,1
14:,utex2526_scaffold_14_g405.t1,1
14:,utex2526_scaffold_14_g68.t1,1
14:,utex2526_scaffold_14_g81.t1,1
14:,utex2526_scaffold_15_g1096.t1,1
14:,utex2526_scaffold_23_g54.t1,1
14:,utex395_scaffold_17_g542.t1,1
14:,utex395_scaffold_2_g501.t1,1
14:,utex395_scaffold_25_g385.t1,1
14:,utex395_scaffold_24_g497.t1,1
14:,utex395_scaffold_24_g604.t1,1
14:,utex395_scaffold_24_g719.t1,1
14:,utex395_scaffold_24_g841.t1,1
14:,utex395_scaffold_25_g1023.t1,1
14:,utex395_scaffold_25_g1170.t1,1
14:,utex395_scaffold_25_g309.t1,1
14:,utex395_scaffold_25_g554.t1,1
14:,utex395_scaffold_24_g435.t1,1
14:,utex395_scaffold_25_g638.t1,1
14:,utex395_scaffold_25_g716.t1,1
14:,utex395_scaffold_2_g149.t1,1
14:,utex395_scaffold_2_g185.t1,1
14:,utex395_scaffold_2_g193.t1,1
14:,utex395_scaffold_2_g244.t1,1
14:,utex395_scaffold_2_g334.t1,1
14:,utex395_scaffold_24_g453.t1,1
14:,utex395_scaffold_24_g336.t1,1
14:,utex395_scaffold_17_g86.t1,1
14:,utex395_scaffold_1_g301.t1,1
14:,utex395_scaffold_18_g121.t1,1
14:,utex395_scaffold_18_g256.t1,1
14:,utex395_scaffold_18_g489.t1,1
14:,utex395_scaffold_18_g554.t1,1
14:,utex395_scaffold_18_g626.t1,1
14:,utex395_scaffold_18_g662.t1,1
14:,utex395_scaffold_1_g169.t1,1
14:,utex395_scaffold_1_g47.t1,1
14:,utex395_scaffold_24_g277.t1,1
14:,utex395_scaffold_20_g158.t1,1
14:,utex395_scaffold_20_g204.t1,1
14:,utex395_scaffold_20_g279.t1,1
14:,utex395_scaffold_20_g39.t1,1
14:,utex395_scaffold_20_g848.t1,1
14:,utex395_scaffold_23_g371.t1,1
14:,utex395_scaffold_23_g417.t1,1
15:,utex2526_scaffold_12_g410.t1,1
15:,utex2526_scaffold_12_g470.t1,1
15:,utex2526_scaffold_12_g507.t1,1
15:,utexb3016_scaffold_21_g443.t1,1
15:,utexb3016_scaffold_20_g270.t1,1
15:,utexb3016_scaffold_20_g529.t1,1
15:,utexb3016_scaffold_21_g1091.t1,1
15:,utexb3016_scaffold_21_g119.t1,1
15:,utexb3016_scaffold_21_g1227.t1,1
15:,utexb3016_scaffold_21_g1259.t1,1
15:,utexb3016_scaffold_21_g1374.t1,1
15:,utexb3016_scaffold_21_g508.t1,1
15:,utexb3016_scaffold_18_g774.t1,1
15:,utexb3016_scaffold_21_g790.t1,1
15:,utexb3016_scaffold_21_g792.t1,1
15:,utexb3016_scaffold_21_g872.t1,1
15:,utexb3016_scaffold_21_g89.t1,1
15:,utexb3016_scaffold_21_g989.t1,1
15:,utexb3016_scaffold_22_g107.t1,1
15:,utexb3016_scaffold_22_g1103.t1,1
15:,utexb3016_scaffold_20_g141.t1,1
15:,utexb3016_scaffold_18_g340.t1,1
15:,utexb3016_scaffold_22_g1160.t1,1
15:,utexb3016_scaffold_16_g628.t1,1
15:,utexb3016_scaffold_15_g452.t1,1
15:,utexb3016_scaffold_15_g572.t1,1
15:,utexb3016_scaffold_15_g645.t1,1
15:,utexb3016_scaffold_15_g775.t1,1
15:,utexb3016_scaffold_16_g245.t1,1
15:,utexb3016_scaffold_16_g325.t1,1
15:,utexb3016_scaffold_16_g402.t1,1
15:,utexb3016_scaffold_16_g767.t1,1
15:,utexb3016_scaffold_18_g165.t1,1
15:,utexb3016_scaffold_16_g911.t1,1
15:,utexb3016_scaffold_17_g203.t1,1
15:,utexb3016_scaffold_17_g286.t1,1
15:,utexb3016_scaffold_17_g385.t1,1
15:,utexb3016_scaffold_17_g743.t1,1
15:,utexb3016_scaffold_17_g872.t1,1
15:,utexb3016_scaffold_17_g926.t1,1
15:,utexb3016_scaffold_22_g1136.t1,1
15:,utexb3016_scaffold_22_g1287.t1,1
15:,utex2526_scaffold_13_g123.t1,1
16:,utex2526_scaffold_15_g1103.t1,1
16:,utex2526_scaffold_14_g308.t1,1
16:,utex2526_scaffold_14_g319.t1,1
16:,utex2526_scaffold_14_g414.t1,1
16:,utex2526_scaffold_14_g79.t1,1
16:,utex2526_scaffold_14_g85.t1,1
16:,utex2526_scaffold_15_g100.t1,1
16:,utex2526_scaffold_15_g1000.t1,1
16:,utex2526_scaffold_15_g199.t1,1
16:,utex2526_scaffold_12_g509.t1,1
16:,utex2526_scaffold_15_g200.t1,1
16:,utex2526_scaffold_15_g265.t1,1
16:,utex2526_scaffold_15_g283.t1,1
16:,utex2526_scaffold_15_g353.t1,1
16:,utex2526_scaffold_15_g429.t1,1
16:,utex2526_scaffold_15_g430.t1,1
16:,utex2526_scaffold_15_g517.t1,1
16:,utex2526_scaffold_13_g92.t1,1
16:,utex2526_scaffold_12_g476.t1,1
15:,utexb3016_scaffold_22_g31.t1,1
15:,utexb3016_scaffold_7_g344.t1,1
15:,utexb3016_scaffold_22_g327.t1,1
15:,utexb3016_scaffold_22_g352.t1,1
15:,utexb3016_scaffold_22_g688.t1,1
15:,utexb3016_scaffold_22_g908.t1,1
15:,utexb3016_scaffold_22_g937.t1,1
15:,utexb3016_scaffold_22_g980.t1,1
15:,utexb3016_scaffold_7_g167.t1,1
15:,utexb3016_scaffold_7_g435.t1,1
16:,utex2526_scaffold_12_g412.t1,1
16:,utex2526_scaffold_10_g160.t1,1
16:,utex2526_scaffold_10_g636.t1,1
16:,utex2526_scaffold_10_g655.t1,1
16:,utex2526_scaffold_10_g689.t1,1
16:,utex2526_scaffold_11_g25.t1,1
16:,utex2526_scaffold_11_g61.t1,1
16:,utex2526_scaffold_12_g401.t1,1
15:,utexb3016_scaffold_15_g311.t1,1
15:,utexb3016_scaffold_15_g212.t1,1
15:,utexb3016_scaffold_14_g75.t1,1
15:,utex395_scaffold_17_g96.t1,1
15:,utex2526_scaffold_15_g886.t1,1
